docid;rank_score;fqcategory;mes:key;title;mes:key;mes:group
19587;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/long-bus-athletics-general-clifton;Athletic team bus;http://retrospective.jhu.edu/our-collection/long-bus-athletics-general-clifton;
23375;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/long-bus-athletics-general-clifton?backLink=true;Athletic team bus;http://retrospective.jhu.edu/our-collection/long-bus-athletics-general-clifton?backLink=true;
31928;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/long-bus-athletics-general-clifton?backLinkHome=true;Athletic team bus;http://retrospective.jhu.edu/our-collection/long-bus-athletics-general-clifton?backLinkHome=true;
31822;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/maryland-hall?backLinkHome=true;Maryland Hall;http://retrospective.jhu.edu/our-collection/maryland-hall?backLinkHome=true;
20763;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/mccoy-hall-residents;McCoy Hall residents;http://retrospective.jhu.edu/our-collection/mccoy-hall-residents;
23354;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/mse-library?backLinkHome=true;Milton S. Eisenhower Library;http://retrospective.jhu.edu/our-collection/mse-library?backLinkHome=true;
32041;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/nurse-with-infant-in-incubator-at-johns-hopkins-childrens-medical-and-surgical-center-infant-special-care-care-unit?backLinkHome=true;Nurse with infant in incubator;http://retrospective.jhu.edu/our-collection/nurse-with-infant-in-incubator-at-johns-hopkins-childrens-medical-and-surgical-center-infant-special-care-care-unit?backLinkHome=true;
20635;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/paul-harper-with-sushila-nayar?backLinkHome=true;Paul Harper with Sushila Nayar;http://retrospective.jhu.edu/our-collection/paul-harper-with-sushila-nayar?backLinkHome=true;
17778;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/peabody-conservatory-class-of-1927?backLinkHome=true;Peabody Conservatory Class of 1927;http://retrospective.jhu.edu/our-collection/peabody-conservatory-class-of-1927?backLinkHome=true;
19817;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/peabody-guitar-ensemble;Peabody Guitar Ensemble;http://retrospective.jhu.edu/our-collection/peabody-guitar-ensemble;
32008;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/peabody-voice-teacher-elaine-bonazzi-and-student?backLinkHome=true;Peabody voice teacher Elaine Bonazzi and student;http://retrospective.jhu.edu/our-collection/peabody-voice-teacher-elaine-bonazzi-and-student?backLinkHome=true;
16454;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/physicians-and-nurses-of-118th-general-hospital-on-beach-in-the-philippines?backLinkHome=true;Physicians and nurses of 118th General Hospital on beach in the Philippines;http://retrospective.jhu.edu/our-collection/physicians-and-nurses-of-118th-general-hospital-on-beach-in-the-philippines?backLinkHome=true;
31992;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/rugby-team?backLinkHome=true;Rugby team;http://retrospective.jhu.edu/our-collection/rugby-team?backLinkHome=true;
17606;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/sais-students-after-running-the-cathedral-classic-race?backLinkHome=true;SAIS Students after running the Cathedral Classic race;http://retrospective.jhu.edu/our-collection/sais-students-after-running-the-cathedral-classic-race?backLinkHome=true;
22008;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/school-of-public-health-student-group-the-ubiquiteers?backLinkHome=true;School of Public Health student group The Ubiquiteers;http://retrospective.jhu.edu/our-collection/school-of-public-health-student-group-the-ubiquiteers?backLinkHome=true;
21831;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/scientists-at-the-applied-physics-laboratory;Scientists at the Applied Physics Laboratory;http://retrospective.jhu.edu/our-collection/scientists-at-the-applied-physics-laboratory;
20821;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/scientists-at-the-applied-physics-laboratory?backLinkHome=true;Scientists at the Applied Physics Laboratory;http://retrospective.jhu.edu/our-collection/scientists-at-the-applied-physics-laboratory?backLinkHome=true;
22719;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/student-ernest-a-bates?backLinkHome=true;Student Ernest A. Bates;http://retrospective.jhu.edu/our-collection/student-ernest-a-bates?backLinkHome=true;
20620;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/student-reading-in-alumni-memorial-residences-dorm-room?backLinkHome=true;Student reading in Alumni Memorial Residences dorm room;http://retrospective.jhu.edu/our-collection/student-reading-in-alumni-memorial-residences-dorm-room?backLinkHome=true;
20222;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/students-carrying-signs-and-banners-at-anti-war-rally;Students carrying signs and banners at anti-war rally;http://retrospective.jhu.edu/our-collection/students-carrying-signs-and-banners-at-anti-war-rally;
23579;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/students-carrying-signs-and-banners-at-anti-war-rally?backLinkHome=true;Students carrying signs and banners at anti-war rally;http://retrospective.jhu.edu/our-collection/students-carrying-signs-and-banners-at-anti-war-rally?backLinkHome=true;
21499;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/the-black-and-blue-jay?backLinkHome=true;The Black and Blue Jay;http://retrospective.jhu.edu/our-collection/the-black-and-blue-jay?backLinkHome=true;
31794;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-collection/wjhu-flyer?backLinkHome=true;WJHU flyer;http://retrospective.jhu.edu/our-collection/wjhu-flyer?backLinkHome=true;
19979;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives;Our Initiatives;http://retrospective.jhu.edu/our-initiatives;
32018;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives/alumni-archives-project;Alumni Archives Project;http://retrospective.jhu.edu/our-initiatives/alumni-archives-project;
19604;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives/digital-exhibits-on-hopkins-history;Digital Exhibits on Hopkins History;http://retrospective.jhu.edu/our-initiatives/digital-exhibits-on-hopkins-history;
18286;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives/hidden-stories-of-homewood;A Sense of Place: Hidden Stories of the Homewood Campus;http://retrospective.jhu.edu/our-initiatives/hidden-stories-of-homewood;
20745;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives/hopkins-and-the-great-war;Hopkins and the Great War;http://retrospective.jhu.edu/our-initiatives/hopkins-and-the-great-war;
20694;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives/hopkins-history-checklist;Hopkins History Checklist;http://retrospective.jhu.edu/our-initiatives/hopkins-history-checklist;
31996;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives/hugh-hawkins-research-fellowships-for-the-study-of-hopkins-history;Hugh Hawkins Research Fellowships for the Study of Hopkins History;http://retrospective.jhu.edu/our-initiatives/hugh-hawkins-research-fellowships-for-the-study-of-hopkins-history;
19776;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/our-initiatives/oral-histories;Oral Histories;http://retrospective.jhu.edu/our-initiatives/oral-histories;
20573;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories;Your Stories;http://retrospective.jhu.edu/your-stories;
22556;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/a-memorable-commencement-speech;A Memorable Commencement Speech;http://retrospective.jhu.edu/your-stories/a-memorable-commencement-speech;
23485;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/anti-semitism-at-hopkins;Anti-Semitism at Hopkins;http://retrospective.jhu.edu/your-stories/anti-semitism-at-hopkins;
20427;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/believing-in-the-brotherhood-of-man;Tensions in East Baltimore;http://retrospective.jhu.edu/your-stories/believing-in-the-brotherhood-of-man;
21617;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/bringing-integrated-concerts-to-hopkins-in-segregated-baltimore;Bringing Integrated Concerts to Hopkins in Segregated Baltimore;http://retrospective.jhu.edu/your-stories/bringing-integrated-concerts-to-hopkins-in-segregated-baltimore;
20656;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/causing-a-stir-as-one-of-the-first-female-undergraduates;Mindy Farber on bringing controversial figures to campus as a student leader;http://retrospective.jhu.edu/your-stories/causing-a-stir-as-one-of-the-first-female-undergraduates;
24361;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/challenges-for-the-first-women-undergraduates;Challenges for the First Women Undergraduates;http://retrospective.jhu.edu/your-stories/challenges-for-the-first-women-undergraduates;
23740;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/coaching-writers-into-professionals;Coaching Writers into Professionals;http://retrospective.jhu.edu/your-stories/coaching-writers-into-professionals;
21787;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/creating-the-cartoon-blue-jay;Creating the Cartoon Blue Jay;http://retrospective.jhu.edu/your-stories/creating-the-cartoon-blue-jay;
22528;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/developing-the-first-satellite-navigation-system;Developing the First Satellite Navigation System;http://retrospective.jhu.edu/your-stories/developing-the-first-satellite-navigation-system;
23566;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/differences-in-teaching-day-and-evening-students;Differences in Teaching Day and Evening Students;http://retrospective.jhu.edu/your-stories/differences-in-teaching-day-and-evening-students;
20622;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/discovering-a-bit-of-campus-history-in-an-attic;Discovering a Bit of Campus History in an Attic;http://retrospective.jhu.edu/your-stories/discovering-a-bit-of-campus-history-in-an-attic;
23883;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/encouraging-presidents-to-meet-the-community;Encouraging Presidents to Meet the Community;http://retrospective.jhu.edu/your-stories/encouraging-presidents-to-meet-the-community;
20356;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/entering-the-leadership-development-program-at-hopkins;Entering the Leadership Development Program at Hopkins;http://retrospective.jhu.edu/your-stories/entering-the-leadership-development-program-at-hopkins;
23483;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/experiencing-hopkins-as-one-of-the-first-african-american-undergraduates;Experiencing Hopkins as one of the first African-American undergraduates;http://retrospective.jhu.edu/your-stories/experiencing-hopkins-as-one-of-the-first-african-american-undergraduates;
22496;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/george-peabodys-vision;George Peabody's Vision;http://retrospective.jhu.edu/your-stories/george-peabodys-vision;
23317;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/getting-started-in-computer-music;Getting Started in Computer Music;http://retrospective.jhu.edu/your-stories/getting-started-in-computer-music;
23888;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/getting-to-know-patients-in-east-baltimore;Getting to Know Patients in East Baltimore;http://retrospective.jhu.edu/your-stories/getting-to-know-patients-in-east-baltimore;
20457;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/gi-bill-veterans-come-to-campus;GI Bill Veterans Come to Campus;http://retrospective.jhu.edu/your-stories/gi-bill-veterans-come-to-campus;
24200;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/graduate-student-life-in-roland-park;Graduate Student Life in Roland Park;http://retrospective.jhu.edu/your-stories/graduate-student-life-in-roland-park;
23507;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/heyday-of-the-faculty-club;Heyday of the Faculty Club;http://retrospective.jhu.edu/your-stories/heyday-of-the-faculty-club;
22518;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/korean-war-veterans-at-jhu;Korean War Veterans at JHU;http://retrospective.jhu.edu/your-stories/korean-war-veterans-at-jhu;
22670;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/matthew-crenson-on-teaching-neighborhood-politics-classes;Matthew Crenson on teaching "Neighborhood Politics" classes;http://retrospective.jhu.edu/your-stories/matthew-crenson-on-teaching-neighborhood-politics-classes;
22498;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/medical-students-learning-from-nursing-students;Medical Students Learning from Nursing Students;http://retrospective.jhu.edu/your-stories/medical-students-learning-from-nursing-students;
19621;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/mike-weisfeldt-on-what-makes-hopkins-medicine-unique;Mike Weisfeldt on what makes Hopkins Medicine unique;http://retrospective.jhu.edu/your-stories/mike-weisfeldt-on-what-makes-hopkins-medicine-unique;
23869;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/my-years-at-johns-hopkins;My Years at Johns Hopkins;http://retrospective.jhu.edu/your-stories/my-years-at-johns-hopkins;
20593;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/nanjing-in-the-wake-of-tiananmen-square;Nanjing in the Wake of Tiananmen Square;http://retrospective.jhu.edu/your-stories/nanjing-in-the-wake-of-tiananmen-square;
20548;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/reflections-on-the-johns-hopkins-archaeological-museum;Reflections on the Johns Hopkins Archaeological Museum ;http://retrospective.jhu.edu/your-stories/reflections-on-the-johns-hopkins-archaeological-museum;
21160;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/reporting-on-the-peabody-trip-to-the-soviet-union;Reporting on the Peabody Trip to the Soviet Union;http://retrospective.jhu.edu/your-stories/reporting-on-the-peabody-trip-to-the-soviet-union;
24034;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/sheep-grazing-at-the-school-of-public-health;Sheep Grazing at the School of Public Health;http://retrospective.jhu.edu/your-stories/sheep-grazing-at-the-school-of-public-health;
21818;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/teaching-piano-students-at-peabody;Teaching Piano Students at Peabody;http://retrospective.jhu.edu/your-stories/teaching-piano-students-at-peabody;
22558;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/the-business-of-nursing;Creating the Business of Nursing Program;http://retrospective.jhu.edu/your-stories/the-business-of-nursing;
21095;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/the-education-of-a-pediatrician;The Education of a Pediatrician;http://retrospective.jhu.edu/your-stories/the-education-of-a-pediatrician;
18021;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/the-first-african-american-student-in-arts-and-sciences;The First African-American Student in Arts and Sciences;http://retrospective.jhu.edu/your-stories/the-first-african-american-student-in-arts-and-sciences;
23443;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/the-first-chinese-delegation-visit-from-nanjing-university;The First Chinese Delegation Visit from Nanjing University;http://retrospective.jhu.edu/your-stories/the-first-chinese-delegation-visit-from-nanjing-university;
22504;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/the-mla-program-at-hopkins;The MLA program at Hopkins;http://retrospective.jhu.edu/your-stories/the-mla-program-at-hopkins;
20365;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/the-real-reason-for-going-to-college;The Real Reason for Going to College;http://retrospective.jhu.edu/your-stories/the-real-reason-for-going-to-college;
23019;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/the-undefeated-lacrosse-team-of-1950;The Undefeated Lacrosse Team of 1950;http://retrospective.jhu.edu/your-stories/the-undefeated-lacrosse-team-of-1950;
20586;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/undergraduate-research-at-jhu;Undergraduate Research at JHU;http://retrospective.jhu.edu/your-stories/undergraduate-research-at-jhu;
20662;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/use-of-small-animal-nuclear-scanners-in-the-school-of-medicine;Use of Small Animal Nuclear Scanners in the School of Medicine;http://retrospective.jhu.edu/your-stories/use-of-small-animal-nuclear-scanners-in-the-school-of-medicine;
23611;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/what-makes-hopkins-medicine-truly-great;What Makes Hopkins Medicine Truly Great;http://retrospective.jhu.edu/your-stories/what-makes-hopkins-medicine-truly-great;
23446;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/what-really-makes-scientists-tick;What Really Makes Scientists Tick;http://retrospective.jhu.edu/your-stories/what-really-makes-scientists-tick;
20499;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/wjhu-dj-izzy-the-k;WJHU DJ "Izzy the K";http://retrospective.jhu.edu/your-stories/wjhu-dj-izzy-the-k;
31897;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories/wjhu-in-the-1960s;WJHU in the 1960s;http://retrospective.jhu.edu/your-stories/wjhu-in-the-1960s;
22500;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1850s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1850s;
24724;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1850s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1850s&listView;
22458;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1860s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1860s;
24297;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1860s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1860s&listView;
22508;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1870s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1870s;
24486;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1870s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1870s&listView;
21917;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1880s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1880s;
22601;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1890s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1890s;
22686;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1900s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1900s;
22312;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1910s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1910s;
21664;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1920s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1920s;
23545;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1920s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1920s&listView;
19066;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1930s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1930s;
19268;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1940s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1940s;
23294;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1940s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1940s&listView;
19106;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1950s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1950s;
23226;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1950s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1950s&listView;
21668;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1960s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1960s;
24442;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1960s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1960s&listView;
21992;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1970s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1970s;
24654;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1970s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1970s&listView;
21924;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1980s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1980s;
24129;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1980s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1980s&listView;
21539;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1990s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1990s;
24051;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=1990s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=1990s&listView;
21547;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=2000s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=2000s;
24055;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=2000s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=2000s&listView;
18909;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=2010s;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=2010s;
19333;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=2010s&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=2010s&listView;
19159;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=academics;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=academics;
23437;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=academics&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=academics&listView;
21527;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=administration;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=administration;
23311;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=administration&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=administration&listView;
22245;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=alumni;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=alumni;
24821;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=alumni&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=alumni&listView;
21911;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=applied_physics_laboratory;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=applied_physics_laboratory;
24124;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=applied_physics_laboratory&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=applied_physics_laboratory&listView;
22407;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=arts_sciences;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=arts_sciences;
24687;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=arts_sciences&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=arts_sciences&listView;
20135;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=athletics;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=athletics;
20182;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=athletics&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=athletics&listView;
22014;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=baltimore;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=baltimore;
24499;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=baltimore&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=baltimore&listView;
21559;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=clifton_mansion;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=clifton_mansion;
21507;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=east_baltimore;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=east_baltimore;
23556;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=east_baltimore&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=east_baltimore&listView;
22113;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=events;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=events;
24205;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=events&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=events&listView;
21967;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=faculty;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=faculty;
23432;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=faculty&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=faculty&listView;
21779;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=founders;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=founders;
22120;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=founders&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=founders&listView;
22071;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=gilman_hall;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=gilman_hall;
22380;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=gilman_hall&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=gilman_hall&listView;
21673;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=homewood_campus;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=homewood_campus;
24476;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=homewood_campus&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=homewood_campus&listView;
20131;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=hospital;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=hospital;
22352;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=international;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=international;
24490;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=international&listView;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=international&listView;
22262;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=library;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=library;
20230;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=mccoy_hall;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=mccoy_hall;
21744;0;Web:jhuedu-initiative-sites;http://retrospective.jhu.edu/your-stories?keyword=nursing;Your Stories;http://retrospective.jhu.edu/your-stories?keyword=nursing;
