docid;rank_score;fqcategory;mes:key;title;mes:key;mes:group
17115;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/betelehem-abate;Betelehem Abate: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/betelehem-abate;
18500;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/binnara-yoo;Binnara Yoo: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/binnara-yoo;
16641;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/binu-koirala;Binu Koirala: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/binu-koirala;
18680;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/brandi-torres;Brandi Torres: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/brandi-torres;
18315;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/carissa-pelzel;Carissa Pelzel: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/carissa-pelzel;
18213;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/carla-aquino;Carla Aquino: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/carla-aquino;
18344;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/celicia-little;Celicia Little: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/celicia-little;
17791;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/charnita-bryant;Charnita Bryant: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/charnita-bryant;
18368;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/chizoba-anako;Chizoba Anako: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/chizoba-anako;
17706;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/christina-fleming;Christina Fleming: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/christina-fleming;
18707;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/christine-rooke;Christine Rooke: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/christine-rooke;
18241;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/chrystal-brown;Chrystal Brown: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/chrystal-brown;
18814;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/claire-piccirillo;Claire Piccirillo: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/claire-piccirillo;
16960;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/colleen-glair;Colleen Glair: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/colleen-glair;
18228;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/courtney-beeckler;Courtney Beeckler: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/courtney-beeckler;
18840;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/cynthia-sweeney;Cynthia Sweeney: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/cynthia-sweeney;
18400;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/cynthia-ward;Cynthia Ward: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/cynthia-ward;
18796;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/damali-wilson;Damali Wilson: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/damali-wilson;
17960;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/danielle-raja;Danielle Raja: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/danielle-raja;
18399;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/darryn-dunbar;Darryn Dunbar: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/darryn-dunbar;
17427;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/dawn-luzetsky;Dawn Luzetsky: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/dawn-luzetsky;
18819;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/doug-reed;Doug Reed: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/doug-reed;
18107;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/eleni-flanagan;Eleni Flanagan: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/eleni-flanagan;
17663;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/elizabeth-mole;Elizabeth Mole: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/elizabeth-mole;
17623;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/emily-herbert;Emily Herbert: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/emily-herbert;
16733;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/emma-daza;Emma Daza: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/emma-daza;
17896;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/emma-mangano;Emma Mangano: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/emma-mangano;
18463;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/evi-dallman;Evi Dallman: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/evi-dallman;
17662;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/fara-bowler;Fara Bowler: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/fara-bowler;
17818;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/fatimah-alrashed;Fatimah Alrashed: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/fatimah-alrashed;
17884;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/francis-hwang;Francis Hwang: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/francis-hwang;
16700;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/gibran-mancus;Gibran Mancus: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/gibran-mancus;
17326;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/greer-barlow;Greer  Barlow: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/greer-barlow;
17810;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/gyasi-moscou-jackson;Gyasi Moscou-Jackson: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/gyasi-moscou-jackson;
18699;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/halima-al-talaq;Halima Talaq: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/halima-al-talaq;
18342;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/hayang-lee;Hayang Lee: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/hayang-lee;
18553;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/heba-almattar;Heba Almattar: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/heba-almattar;
17737;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/iquo-andrews;Iquo Andrews: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/iquo-andrews;
17642;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/irina-koyfman;Irina Koyfman: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/irina-koyfman;
17907;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/ivette-cardelli;Ivette Cardelli: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/ivette-cardelli;
18438;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jacinta-ukah-ogbonna;Jacinta Ukah-Ogbonna: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jacinta-ukah-ogbonna;
18174;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jacqueline-wolak;Jacqueline Wolak: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jacqueline-wolak;
17783;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jaime-mcdermott;Jaime Mcdermott: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jaime-mcdermott;
18204;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/janice-williams;Janice Williams: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/janice-williams;
18210;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/janna-stephens;Janna Stephens: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/janna-stephens;
18603;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jannelle-vicens;Jannelle Vicens: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jannelle-vicens;
18813;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jason-brandon-pabst;Jason (Brandon) Pabst: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jason-brandon-pabst;
18634;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jean-thorpe-williams;Jean Thorpe-Williams: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jean-thorpe-williams;
17046;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jeanne-murphy;Jeanne Murphy: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jeanne-murphy;
17823;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jehan-marie-daley-adamji;Jehan-Marie Daley Adamji: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jehan-marie-daley-adamji;
17654;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jenna-levenson;Jenna Levenson: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jenna-levenson;
18352;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jessica-draughon;Jessica Draughon: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jessica-draughon;
18498;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jessica-tillman;Jessica Tillman: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jessica-tillman;
18560;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jiayun-xu;Jiayun Xu: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jiayun-xu;
17944;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jocelyn-kirk;Jocelyn Kirk: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/jocelyn-kirk;
18297;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/joycelyn-cudjoe;Joycelyn Cudjoe: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/joycelyn-cudjoe;
17961;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/judith-boyle;Judith Boyle: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/judith-boyle;
17801;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/karen-grace;Karen Grace: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/karen-grace;
17711;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/katherine-heinze;Katherine Heinze: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/katherine-heinze;
17952;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kathryn-ciccolini;Kathryn Ciccolini: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kathryn-ciccolini;
18768;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/katia-reinert;Katia Reinert: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/katia-reinert;
17511;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kawthar-al-hussain;Kawthar Hussain: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kawthar-al-hussain;
17488;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/keitra-thompson;Keitra Thompson: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/keitra-thompson;
18484;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kelley-robinson;Kelley Robinson: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kelley-robinson;
18200;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kelli-depriest;Kelli DePriest: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kelli-depriest;
16692;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kelly-caslin;Kelly Caslin: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kelly-caslin;
18725;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kerry-peterson;Kerry Peterson: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kerry-peterson;
17314;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kimberly-crim;Kimberly Crim: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kimberly-crim;
17942;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kristen-brown;Kristen Brown: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kristen-brown;
18751;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kristen-sheldon;Kristen  Sheldon: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kristen-sheldon;
18703;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kyoko-sato;Kyoko Sato: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kyoko-sato;
17387;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kyounghae-kim;Kyounghae Kim: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kyounghae-kim;
18834;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kyra-waligora;Kyra Waligora: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/kyra-waligora;
18838;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/laken-roberts;Laken Roberts: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/laken-roberts;
18802;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/laura-starbird;Laura Starbird: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/laura-starbird;
17928;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/leena-al-mansour;Leena Mansour: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/leena-al-mansour;
18386;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/leigh-mcgrath;Leigh McGrath: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/leigh-mcgrath;
17919;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/leslie-rowan;Leslie Rowan: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/leslie-rowan;
18437;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lindsay-semler-ronksley;Lindsay Semler Ronksley: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lindsay-semler-ronksley;
18472;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lisa-grubb;Lisa Grubb: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lisa-grubb;
18390;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lisa-santo-domingo;Lisa Santo Domingo: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lisa-santo-domingo;
17537;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lucine-francis;Lucine Francis: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/lucine-francis;
17153;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/maan-isabella-cajita;Maan Isabella Cajita: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/maan-isabella-cajita;
18774;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/maisa-al-raban;Maisa Raban: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/maisa-al-raban;
18412;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/manka-nkimbeng;Manka Nkimbeng: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/manka-nkimbeng;
17334;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/mara-evans;Mara  Evans: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/mara-evans;
18494;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/margaret-birdsong;Margaret Birdsong: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/margaret-birdsong;
18713;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/marianne-schallmo;Marianne Schallmo: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/marianne-schallmo;
18402;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/martha-awoke;Martha Awoke: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/martha-awoke;
17768;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/maureen-mealy;Maureen  Mealy: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/maureen-mealy;
17805;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/megan-mcauliffe;Megan McAuliffe : Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/megan-mcauliffe;
17653;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/meghan-lopez;Meghan Lopez: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/meghan-lopez;
18528;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/melissa-hunter;Melissa Hunter: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/melissa-hunter;
17687;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/melissa-kurtz;Melissa Kurtz: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/melissa-kurtz;
17951;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/michele-sepe;Michele Sepe: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/michele-sepe;
17271;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/michelle-felix;Michelle Felix : Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/michelle-felix;
17650;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/michelle-henry;Michelle  Henry: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/michelle-henry;
18238;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/mirini-kim;Mirini Kim: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/mirini-kim;
18731;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/modupe-savage;Modupe Savage: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/modupe-savage;
17681;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/mojgan-azadi;Mojgan Azadi: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/mojgan-azadi;
17880;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/nadine-henry-thomas;Nadine Henry-Thomas: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/nadine-henry-thomas;
18697;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/narmeen-al-talalwah;Narmeen Talalwah: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/narmeen-al-talalwah;
16975;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/nicole-kelly;Nicole Kelly: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/nicole-kelly;
18436;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/nikki-davis;Nikki Davis: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/nikki-davis;
17802;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/patrice-kiesling;Patrice  Kiesling: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/patrice-kiesling;
18679;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/paula-nersesian;Paula Nersesian: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/paula-nersesian;
18179;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/priya-meyer;Priya Meyer: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/priya-meyer;
17335;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/quanlei-li;Quanlei Li: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/quanlei-li;
18773;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rachel-klimmek;Rachel Walker: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rachel-klimmek;
18113;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rachel-klinedinst;Rachel Klinedinst: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rachel-klinedinst;
18578;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rachel-mckenna;Rachel McKenna: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rachel-mckenna;
18729;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rebecca-piasecki;Rebecca Piasecki: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rebecca-piasecki;
18430;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rebecca-safley-clark;Rebecca Safley Clark: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/rebecca-safley-clark;
16907;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/regina-greco;Regina Greco: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/regina-greco;
17803;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/reiko-asano;Reiko Asano: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/reiko-asano;
18712;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/roberto-roman-laporte;Roberto Roman Laporte: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/roberto-roman-laporte;
18427;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/ruth-alma-turkson-ocran;Ruth-Alma Turkson-Ocran : Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/ruth-alma-turkson-ocran;
17512;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sarah-choi;Sarah Choi: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sarah-choi;
17194;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sarah-mossburg;Sarah Mossburg: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sarah-mossburg;
18706;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sarah-slone;Sarah Slone: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sarah-slone;
17192;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/scottchoi;Scott Choi: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/scottchoi;
18695;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sharon-park;Sharon Park: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sharon-park;
17813;0;Web:jhuedu-nursing;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sheila-misra;Sheila Misra: Doctoral Nursing Students;https://nursing.jhu.edu/academics/programs/doctoral/profiles/sheila-misra;
